x,y,z,e
f1000(u32),f1000(u32),f1000(u32),f1000(s64)
135.623,64.513,0.250,27.198
135.696,64.748,0.250,27.208
135.786,64.928,0.250,27.216
136.007,65.193,0.250,27.229
136.118,65.275,0.250,27.234
136.118,65.275,0.250,23.734
136.338,65.401,0.250,23.614
136.680,65.488,0.250,23.446
137.005,65.477,0.250,23.291
138.215,65.257,0.250,22.707
139.002,65.176,0.250,22.332
139.050,65.180,0.250,22.309
139.050,65.180,0.250,22.234
136.118,65.275,0.250,22.234
136.118,65.275,0.250,22.234
140.578,71.374,0.250,22.234
140.578,71.374,0.250,27.234
139.683,71.741,0.250,27.271
138.456,72.079,0.250,27.319
138.116,72.233,0.250,27.333
137.818,72.464,0.250,27.348
137.665,72.640,0.250,27.357
137.535,72.846,0.250,27.366
137.437,73.074,0.250,27.375
137.364,73.429,0.250,27.389
137.361,73.672,0.250,27.398
137.403,73.958,0.250,27.409
138.036,76.809,0.250,27.521
138.066,77.514,0.250,27.548
137.971,78.212,0.250,27.574
137.878,78.546,0.250,27.588
137.757,78.870,0.250,27.601
137.405,79.519,0.250,27.629
135.617,81.784,0.250,27.739
135.452,82.027,0.250,27.750
135.307,82.379,0.250,27.764
135.264,82.596,0.250,27.773
135.253,82.847,0.250,27.782
135.309,83.205,0.250,27.796
135.391,83.434,0.250,27.805
135.509,83.647,0.250,27.815
135.667,83.849,0.250,27.824
136.700,84.761,0.250,27.877
137.178,85.241,0.250,27.903
137.372,85.522,0.250,27.916
137.524,85.895,0.250,27.931
137.582,86.264,0.250,27.945
137.557,86.643,0.250,27.960
137.456,86.993,0.250,27.974
137.282,87.311,0.250,27.987
135.385,89.690,0.250,28.103
134.851,90.074,0.250,28.128
134.476,90.194,0.250,28.143
134.066,90.225,0.250,28.159
133.499,90.102,0.250,28.181
132.760,89.660,0.250,28.214
131.763,88.934,0.250,28.261
131.427,88.762,0.250,28.275
131.196,88.695,0.250,28.284
130.953,88.665,0.250,28.294
130.710,88.673,0.250,28.303
130.470,88.719,0.250,28.312
130.247,88.800,0.250,28.321
129.992,88.946,0.250,28.332
129.753,89.150,0.250,28.344
127.793,91.565,0.250,28.463
127.274,92.015,0.250,28.489
126.667,92.377,0.250,28.516
126.348,92.513,0.250,28.529
126.018,92.621,0.250,28.542
125.291,92.751,0.250,28.571
122.405,92.765,0.250,28.680
122.117,92.787,0.250,28.691
121.890,92.842,0.250,28.700
121.544,93.000,0.250,28.715
121.351,93.140,0.250,28.724
121.178,93.313,0.250,28.733
121.035,93.510,0.250,28.742
120.924,93.728,0.250,28.752
120.849,93.960,0.250,28.761
120.807,94.220,0.250,28.771
120.751,95.484,0.250,28.819
120.689,96.051,0.250,28.841
120.585,96.450,0.250,28.857
120.373,96.828,0.250,28.873
120.108,97.111,0.250,28.888
119.753,97.344,0.250,28.904
119.365,97.480,0.250,28.920
119.028,97.515,0.250,28.933
116.098,97.513,0.250,29.044
115.776,97.459,0.250,29.057
115.402,97.310,0.250,29.072
115.101,97.101,0.250,29.086
114.843,96.821,0.250,29.100
114.627,96.429,0.250,29.117
114.545,96.139,0.250,29.129
114.469,95.479,0.250,29.154
114.413,94.220,0.250,29.202
114.373,93.964,0.250,29.212
114.240,93.608,0.250,29.227
114.120,93.413,0.250,29.235
113.869,93.142,0.250,29.249
113.562,92.936,0.250,29.263
113.341,92.844,0.250,29.273
113.104,92.787,0.250,29.282
112.816,92.765,0.250,29.293
109.898,92.748,0.250,29.404
109.204,92.621,0.250,29.431
108.875,92.514,0.250,29.444
108.555,92.378,0.250,29.457
107.946,92.014,0.250,29.484
107.393,91.528,0.250,29.512
105.583,89.282,0.250,29.622
105.390,89.075,0.250,29.633
105.162,88.903,0.250,29.644
104.865,88.756,0.250,29.656
104.632,88.692,0.250,29.666
104.389,88.664,0.250,29.675
104.142,88.675,0.250,29.684
103.783,88.765,0.250,29.698
103.448,88.941,0.250,29.713
102.429,89.682,0.250,29.761
101.658,90.127,0.250,29.795
101.226,90.221,0.250,29.812
100.839,90.211,0.250,29.826
100.408,90.089,0.250,29.843
99.888,89.744,0.250,29.867
97.939,87.313,0.250,29.986
97.763,86.986,0.250,30.000
97.661,86.632,0.250,30.014
97.640,86.254,0.250,30.028
97.699,85.890,0.250,30.042
97.870,85.484,0.250,30.059
98.044,85.240,0.250,30.071
98.512,84.769,0.250,30.096
99.470,83.934,0.250,30.144
99.713,83.644,0.250,30.159
99.829,83.434,0.250,30.168
99.909,83.214,0.250,30.177
99.968,82.834,0.250,30.191
99.934,82.460,0.250,30.206
99.871,82.247,0.250,30.214
99.766,82.024,0.250,30.223
99.604,81.784,0.250,30.234
97.797,79.492,0.250,30.346
97.620,79.195,0.250,30.359
97.470,78.883,0.250,30.372
97.243,78.177,0.250,30.400
97.155,77.508,0.250,30.426
97.185,76.805,0.250,30.453
97.818,73.958,0.250,30.564
97.861,73.668,0.250,30.575
97.841,73.306,0.250,30.589
97.782,73.071,0.250,30.598
97.686,72.846,0.250,30.607
97.556,72.640,0.250,30.617
97.393,72.453,0.250,30.626
97.100,72.228,0.250,30.640
96.753,72.076,0.250,30.654
95.561,71.749,0.250,30.702
94.769,71.451,0.250,30.734
94.319,71.084,0.250,30.756
94.088,70.744,0.250,30.772
93.948,70.376,0.250,30.787
93.915,69.719,0.250,30.812
94.592,66.753,0.250,30.927
94.737,66.412,0.250,30.942
94.974,66.085,0.250,30.957
95.217,65.870,0.250,30.969
95.501,65.702,0.250,30.982
96.020,65.553,0.250,31.002
96.277,65.544,0.250,31.012
96.937,65.617,0.250,31.037
98.177,65.843,0.250,31.085
98.436,65.860,0.250,31.095
98.822,65.809,0.250,31.110
98.946,65.770,0.250,31.115
99.141,65.685,0.250,31.123
99.354,65.551,0.250,31.133
99.617,65.301,0.250,31.147
99.757,65.103,0.250,31.156
99.866,64.885,0.250,31.165
99.952,64.609,0.250,31.176
100.617,61.766,0.250,31.287
100.739,61.443,0.250,31.300
100.889,61.131,0.250,31.314
101.300,60.514,0.250,31.342
101.768,60.028,0.250,31.368
102.337,59.613,0.250,31.394
104.957,58.333,0.250,31.505
105.201,58.191,0.250,31.516
105.420,58.007,0.250,31.527
105.629,57.750,0.250,31.540
105.744,57.537,0.250,31.549
105.824,57.306,0.250,31.558
105.868,57.066,0.250,31.567
105.873,56.822,0.250,31.577
105.841,56.581,0.250,31.586
105.765,56.328,0.250,31.596
105.273,55.181,0.250,31.644
105.026,54.437,0.250,31.673
105.020,53.820,0.250,31.697
105.137,53.428,0.250,31.713
105.359,53.056,0.250,31.729
105.616,52.792,0.250,31.743
105.920,52.597,0.250,31.757
108.498,51.355,0.250,31.866
108.926,51.220,0.250,31.883
109.349,51.202,0.250,31.899
109.674,51.261,0.250,31.912
109.975,51.378,0.250,31.924
110.367,51.650,0.250,31.942
110.551,51.851,0.250,31.952
110.935,52.453,0.250,31.980
111.526,53.554,0.250,32.027
111.680,53.776,0.250,32.037
111.839,53.942,0.250,32.046
112.038,54.095,0.250,32.056
112.253,54.210,0.250,32.065
112.484,54.291,0.250,32.074
112.719,54.334,0.250,32.083
113.099,54.326,0.250,32.098
113.327,54.277,0.250,32.107
113.596,54.172,0.250,32.118
116.203,52.933,0.250,32.228
116.913,52.734,0.250,32.256
117.256,52.688,0.250,32.269
117.603,52.672,0.250,32.282
118.310,52.735,0.250,32.309
118.989,52.922,0.250,32.336
121.624,54.172,0.250,32.447
121.894,54.277,0.250,32.458
122.132,54.328,0.250,32.467
122.371,54.342,0.250,32.477
122.747,54.287,0.250,32.491
122.967,54.210,0.250,32.500
123.182,54.095,0.250,32.509
123.376,53.947,0.250,32.518
123.545,53.771,0.250,32.528
123.695,53.554,0.250,32.538
124.287,52.451,0.250,32.585
124.748,51.756,0.250,32.617
125.123,51.447,0.250,32.636
125.478,51.282,0.250,32.651
125.863,51.203,0.250,32.666
126.295,51.220,0.250,32.682
126.723,51.355,0.250,32.699
129.383,52.638,0.250,32.812
129.763,52.943,0.250,32.830
130.035,53.325,0.250,32.848
130.218,53.953,0.250,32.873
130.187,54.475,0.250,32.893
129.939,55.205,0.250,32.922
129.413,56.451,0.250,32.974
129.358,56.705,0.250,32.984
129.353,57.074,0.250,32.998
129.394,57.300,0.250,33.006
129.475,57.530,0.250,33.016
129.614,57.780,0.250,33.027
129.827,58.034,0.250,33.039
130.014,58.187,0.250,33.048
130.264,58.333,0.250,33.059
132.917,59.633,0.250,33.172
133.304,59.906,0.250,33.190
133.670,60.232,0.250,33.209
134.112,60.770,0.250,33.235
134.453,61.380,0.250,33.262
134.618,61.812,0.250,33.279
135.269,64.609,0.250,33.389
135.355,64.885,0.250,33.400
135.469,65.115,0.250,33.409
135.625,65.326,0.250,33.419
135.773,65.475,0.250,33.427
135.971,65.622,0.250,33.437
136.187,65.735,0.250,33.446
136.418,65.813,0.250,33.455
136.663,65.855,0.250,33.465
137.044,65.842,0.250,33.479
138.260,65.620,0.250,33.526
139.020,65.542,0.250,33.556
139.296,65.568,0.250,33.566
139.723,65.704,0.250,33.583
140.009,65.874,0.250,33.596
140.278,66.121,0.250,33.610
140.485,66.414,0.250,33.623
140.629,66.753,0.250,33.637
141.306,69.718,0.250,33.753
141.296,70.261,0.250,33.774
141.177,70.654,0.250,33.789
140.944,71.035,0.250,33.806
140.622,71.333,0.250,33.823
140.377,71.063,0.250,33.823
139.558,71.397,0.250,33.857
138.332,71.733,0.250,33.905
137.926,71.917,0.250,33.922
137.566,72.196,0.250,33.940
137.370,72.420,0.250,33.951
137.209,72.676,0.250,33.962
137.086,72.964,0.250,33.974
136.998,73.389,0.250,33.991
136.994,73.697,0.250,34.003
137.043,74.025,0.250,34.015
137.675,76.872,0.250,34.126
137.699,77.511,0.250,34.151
137.614,78.126,0.250,34.174
137.527,78.440,0.250,34.187
137.418,78.729,0.250,34.198
137.091,79.330,0.250,34.225
135.321,81.568,0.250,34.333
135.135,81.842,0.250,34.346
135.005,82.121,0.250,34.358
134.950,82.296,0.250,34.365
134.899,82.552,0.250,34.374
134.885,82.867,0.250,34.386
134.952,83.296,0.250,34.403
135.057,83.586,0.250,34.415
135.203,83.850,0.250,34.426
135.399,84.101,0.250,34.438
136.453,85.032,0.250,34.492
136.907,85.488,0.250,34.516
137.041,85.679,0.250,34.525
137.175,86.011,0.250,34.539
137.216,86.294,0.250,34.550
137.194,86.594,0.250,34.561
137.111,86.867,0.250,34.572
136.986,87.095,0.250,34.582
135.114,89.443,0.250,34.696
134.708,89.736,0.250,34.715
134.425,89.830,0.250,34.727
134.067,89.858,0.250,34.740
133.612,89.752,0.250,34.758
132.970,89.361,0.250,34.787
131.956,88.621,0.250,34.835
131.562,88.419,0.250,34.851
131.269,88.335,0.250,34.863
130.970,88.298,0.250,34.875
130.669,88.308,0.250,34.886
130.372,88.365,0.250,34.898
130.093,88.467,0.250,34.909
129.781,88.645,0.250,34.923
129.489,88.893,0.250,34.937
127.540,91.300,0.250,35.055
127.071,91.709,0.250,35.079
126.511,92.046,0.250,35.104
126.226,92.167,0.250,35.115
125.917,92.269,0.250,35.128
125.243,92.387,0.250,35.154
122.390,92.398,0.250,35.263
122.060,92.424,0.250,35.275
121.770,92.494,0.250,35.286
121.359,92.682,0.250,35.304
121.112,92.861,0.250,35.315
120.899,93.074,0.250,35.327
120.722,93.318,0.250,35.338
120.585,93.587,0.250,35.350
120.491,93.874,0.250,35.361
120.442,94.184,0.250,35.373
120.387,95.450,0.250,35.421
120.326,96.000,0.250,35.443
120.253,96.293,0.250,35.454
120.066,96.627,0.250,35.469
119.859,96.842,0.250,35.480
119.607,97.008,0.250,35.491
119.303,97.119,0.250,35.504
119.019,97.149,0.250,35.515
116.113,97.147,0.250,35.625
115.888,97.111,0.250,35.634
115.592,96.996,0.250,35.646
115.328,96.813,0.250,35.658
115.130,96.593,0.250,35.670
114.973,96.306,0.250,35.682
114.907,96.081,0.250,35.691
114.834,95.444,0.250,35.715
114.778,94.184,0.250,35.763
114.729,93.871,0.250,35.775
114.571,93.447,0.250,35.793
114.414,93.190,0.250,35.804
114.108,92.862,0.250,35.821
113.736,92.611,0.250,35.838
113.454,92.495,0.250,35.850
113.161,92.424,0.250,35.861
112.831,92.398,0.250,35.874
109.947,92.384,0.250,35.984
109.305,92.269,0.250,36.009
109.010,92.173,0.250,36.020
108.711,92.046,0.250,36.033
108.149,91.709,0.250,36.058
107.648,91.265,0.250,36.083
105.860,89.042,0.250,36.192
105.637,88.802,0.250,36.204
105.355,88.590,0.250,36.218
104.996,88.412,0.250,36.233
104.701,88.331,0.250,36.245
104.402,88.297,0.250,36.256
104.100,88.311,0.250,36.268
103.799,88.372,0.250,36.279
103.629,88.432,0.250,36.286
103.253,88.629,0.250,36.302
102.237,89.369,0.250,36.350
101.502,89.794,0.250,36.383
101.179,89.857,0.250,36.395
100.877,89.846,0.250,36.407
100.538,89.746,0.250,36.420
100.156,89.492,0.250,36.438
98.235,87.096,0.250,36.554
98.108,86.862,0.250,36.565
98.025,86.584,0.250,36.576
98.005,86.291,0.250,36.587
98.057,85.970,0.250,36.599
98.181,85.678,0.250,36.611
98.315,85.487,0.250,36.620
98.767,85.033,0.250,36.645
99.732,84.191,0.250,36.693
100.016,83.852,0.250,36.710
100.164,83.586,0.250,36.722
100.266,83.305,0.250,36.733
100.335,82.859,0.250,36.750
100.321,82.548,0.250,36.762
100.288,82.367,0.250,36.769
100.214,82.117,0.250,36.779
100.086,81.842,0.250,36.791
99.900,81.568,0.250,36.803
98.105,79.294,0.250,36.914
97.939,79.015,0.250,36.926
97.805,78.736,0.250,36.938
97.604,78.113,0.250,36.963
97.520,77.477,0.250,36.987
97.550,76.839,0.250,37.011
98.178,74.025,0.250,37.121
98.228,73.685,0.250,37.134
98.205,73.251,0.250,37.151
98.130,72.953,0.250,37.163
98.012,72.676,0.250,37.174
97.851,72.420,0.250,37.186
97.653,72.193,0.250,37.197
97.417,71.996,0.250,37.209
97.264,71.900,0.250,37.216
96.875,71.730,0.250,37.232
95.678,71.402,0.250,37.279
94.972,71.144,0.250,37.308
94.605,70.854,0.250,37.325
94.404,70.558,0.250,37.339
94.302,70.277,0.250,37.350
94.277,69.776,0.250,37.370
94.945,66.850,0.250,37.484
95.048,66.607,0.250,37.494
95.234,66.345,0.250,37.506
95.446,66.157,0.250,37.517
95.664,66.030,0.250,37.527
96.058,65.918,0.250,37.542
96.251,65.909,0.250,37.549
96.890,65.980,0.250,37.574
98.132,66.207,0.250,37.622
98.448,66.228,0.250,37.634
98.901,66.168,0.250,37.651
99.074,66.114,0.250,37.658
99.313,66.010,0.250,37.668
99.580,65.842,0.250,37.680
99.895,65.542,0.250,37.697
100.073,65.292,0.250,37.709
100.207,65.022,0.250,37.720
100.305,64.705,0.250,37.733
100.964,61.885,0.250,37.843
101.079,61.581,0.250,37.855
101.213,61.302,0.250,37.867
101.575,60.756,0.250,37.892
102.020,60.294,0.250,37.916
102.538,59.920,0.250,37.941
105.129,58.656,0.250,38.051
105.412,58.492,0.250,38.063
105.682,58.265,0.250,38.076
105.935,57.954,0.250,38.092
106.080,57.685,0.250,38.103
106.180,57.400,0.250,38.115
106.233,57.103,0.250,38.126
106.240,56.802,0.250,38.138
106.200,56.503,0.250,38.149
106.110,56.203,0.250,38.161
105.617,55.054,0.250,38.209
105.391,54.398,0.250,38.235
105.380,53.892,0.250,38.255
105.466,53.591,0.250,38.266
105.638,53.295,0.250,38.279
105.863,53.064,0.250,38.292
106.087,52.923,0.250,38.302
108.647,51.690,0.250,38.410
108.971,51.584,0.250,38.423
109.309,51.567,0.250,38.436
109.559,51.610,0.250,38.446
109.822,51.712,0.250,38.456
110.113,51.914,0.250,38.470
110.252,52.062,0.250,38.478
110.622,52.644,0.250,38.504
111.213,53.745,0.250,38.551
111.395,54.009,0.250,38.564
111.594,54.217,0.250,38.575
111.839,54.404,0.250,38.586
112.105,54.547,0.250,38.598
112.390,54.646,0.250,38.609
112.690,54.701,0.250,38.621
113.142,54.692,0.250,38.638
113.433,54.629,0.250,38.649
113.742,54.508,0.250,38.662
116.317,53.281,0.250,38.771
116.975,53.095,0.250,38.797
117.282,53.054,0.250,38.808
117.607,53.038,0.250,38.821
118.259,53.098,0.250,38.846
118.875,53.270,0.250,38.870
121.479,54.508,0.250,38.980
121.788,54.629,0.250,38.993
122.082,54.692,0.250,39.004
122.387,54.709,0.250,39.016
122.834,54.645,0.250,39.033
123.116,54.547,0.250,39.044
123.381,54.404,0.250,39.056
123.621,54.221,0.250,39.067
123.830,54.003,0.250,39.079
124.008,53.745,0.250,39.091
124.599,52.644,0.250,39.138
125.007,52.017,0.250,39.167
125.300,51.768,0.250,39.181
125.611,51.625,0.250,39.194
125.908,51.567,0.250,39.206
126.250,51.584,0.250,39.219
126.574,51.690,0.250,39.232
129.204,52.958,0.250,39.343
129.510,53.209,0.250,39.358
129.717,53.508,0.250,39.372
129.851,53.967,0.250,39.390
129.831,54.383,0.250,39.406
129.598,55.069,0.250,39.434
129.062,56.340,0.250,39.486
128.992,56.663,0.250,39.499
128.987,57.105,0.250,39.516
129.039,57.393,0.250,39.527
129.139,57.681,0.250,39.538
129.311,57.989,0.250,39.552
129.568,58.296,0.250,39.567
129.805,58.489,0.250,39.579
130.092,58.656,0.250,39.591
132.719,59.941,0.250,39.703
133.069,60.187,0.250,39.719
133.416,60.496,0.250,39.737
133.817,60.989,0.250,39.761
134.126,61.546,0.250,39.785
134.264,61.908,0.250,39.800
134.915,64.705,0.250,39.909
135.014,65.022,0.250,39.922
135.155,65.306,0.250,39.934
135.346,65.565,0.250,39.946
135.532,65.752,0.250,39.956
135.775,65.933,0.250,39.968
136.043,66.073,0.250,39.979
136.328,66.170,0.250,39.991
136.637,66.222,0.250,40.003
137.084,66.208,0.250,40.020
138.304,65.984,0.250,40.067
139.037,65.909,0.250,40.095
139.238,65.930,0.250,40.103
139.554,66.030,0.250,40.115
139.803,66.178,0.250,40.126
140.012,66.374,0.250,40.137
140.173,66.606,0.250,40.148
140.275,66.850,0.250,40.158
140.943,69.776,0.250,40.272
140.931,70.222,0.250,40.289
140.836,70.518,0.250,40.301
140.648,70.817,0.250,40.315
140.422,71.022,0.250,40.326
140.422,71.022,0.250,36.826
139.558,71.397,0.250,36.379
138.332,71.733,0.250,35.775
137.926,71.917,0.250,35.563
137.656,72.126,0.250,35.401
137.656,72.126,0.250,35.326
140.422,71.022,0.250,35.326
140.422,71.022,0.250,35.326
139.860,66.798,0.250,35.326
139.860,66.798,0.250,40.326
139.922,66.946,0.250,40.332
140.581,69.836,0.250,40.445
140.574,70.135,0.250,40.457
140.495,70.381,0.250,40.466
140.357,70.594,0.250,40.476
140.144,70.781,0.250,40.487
139.437,71.051,0.250,40.516
138.229,71.382,0.250,40.563
138.063,71.441,0.250,40.570
137.728,71.607,0.250,40.584
137.313,71.928,0.250,40.604
137.075,72.201,0.250,40.618
136.884,72.505,0.250,40.632
136.742,72.838,0.250,40.646
136.681,73.058,0.250,40.654
136.632,73.362,0.250,40.666
136.628,73.722,0.250,40.680
136.682,74.092,0.250,40.694
137.309,76.904,0.250,40.804
137.334,77.479,0.250,40.826
137.258,78.041,0.250,40.847
137.181,78.319,0.250,40.858
137.080,78.589,0.250,40.869
136.794,79.115,0.250,40.892
135.025,81.351,0.250,41.000
134.815,81.661,0.250,41.015
134.662,81.988,0.250,41.028
134.594,82.206,0.250,41.037
134.535,82.508,0.250,41.049
134.518,82.870,0.250,41.063
134.539,83.097,0.250,41.071
134.600,83.399,0.250,41.083
134.722,83.738,0.250,41.097
134.896,84.052,0.250,41.110
135.119,84.338,0.250,41.124
135.243,84.464,0.250,41.131
136.198,85.296,0.250,41.179
136.635,85.734,0.250,41.203
136.727,85.869,0.250,41.209
136.818,86.091,0.250,41.218
136.849,86.289,0.250,41.226
136.830,86.544,0.250,41.236
136.768,86.737,0.250,41.243
136.690,86.879,0.250,41.249
134.843,89.195,0.250,41.362
134.560,89.400,0.250,41.376
134.364,89.469,0.250,41.383
134.112,89.493,0.250,41.393
133.775,89.422,0.250,41.406
133.180,89.060,0.250,41.433
132.017,88.228,0.250,41.487
131.688,88.074,0.250,41.501
131.343,87.975,0.250,41.515
130.986,87.931,0.250,41.528
130.627,87.943,0.250,41.542
130.275,88.011,0.250,41.556
129.938,88.133,0.250,41.569
129.578,88.339,0.250,41.585
129.213,88.652,0.250,41.603
127.286,91.035,0.250,41.720
126.867,91.404,0.250,41.741
126.355,91.714,0.250,41.764
126.090,91.827,0.250,41.775
125.816,91.916,0.250,41.786
125.226,92.021,0.250,41.809
122.375,92.032,0.250,41.917
122.002,92.061,0.250,41.932
121.650,92.146,0.250,41.946
121.173,92.364,0.250,41.965
120.873,92.582,0.250,41.980
120.619,92.836,0.250,41.993
120.408,93.126,0.250,42.007
120.245,93.446,0.250,42.021
120.134,93.788,0.250,42.034
120.077,94.147,0.250,42.048
120.022,95.416,0.250,42.096
119.964,95.946,0.250,42.117
119.904,96.178,0.250,42.126
119.782,96.394,0.250,42.135
119.639,96.548,0.250,42.143
119.426,96.688,0.250,42.153
119.206,96.765,0.250,42.162
119.012,96.782,0.250,42.169
116.129,96.780,0.250,42.279
115.971,96.753,0.250,42.285
115.748,96.664,0.250,42.294
115.582,96.548,0.250,42.302
115.439,96.395,0.250,42.310
115.304,96.149,0.250,42.321
115.269,96.025,0.250,42.326
115.198,95.409,0.250,42.349
115.144,94.147,0.250,42.397
115.085,93.777,0.250,42.412
114.902,93.286,0.250,42.432
114.707,92.967,0.250,42.446
114.348,92.581,0.250,42.466
113.910,92.287,0.250,42.486
113.568,92.145,0.250,42.500
113.219,92.061,0.250,42.514
112.846,92.032,0.250,42.528
109.995,92.021,0.250,42.637
109.406,91.916,0.250,42.659
109.132,91.827,0.250,42.670
108.867,91.714,0.250,42.681
108.353,91.404,0.250,42.704
107.923,91.023,0.250,42.726
106.137,88.801,0.250,42.835
105.883,88.529,0.250,42.849
105.549,88.277,0.250,42.865
105.127,88.068,0.250,42.883
104.771,87.970,0.250,42.897
104.414,87.930,0.250,42.910
104.055,87.946,0.250,42.924
103.701,88.018,0.250,42.938
103.482,88.095,0.250,42.947
103.059,88.317,0.250,42.965
102.042,89.059,0.250,43.013
101.395,89.443,0.250,43.041
101.169,89.490,0.250,43.050
100.917,89.481,0.250,43.060
100.673,89.405,0.250,43.070
100.424,89.241,0.250,43.081
98.531,86.879,0.250,43.196
98.453,86.739,0.250,43.202
98.383,86.502,0.250,43.212
98.371,86.291,0.250,43.220
98.403,86.092,0.250,43.227
98.510,85.840,0.250,43.238
98.585,85.736,0.250,43.243
99.022,85.296,0.250,43.266
100.102,84.338,0.250,43.321
100.325,84.052,0.250,43.335
100.499,83.738,0.250,43.349
100.622,83.397,0.250,43.363
100.703,82.879,0.250,43.382
100.686,82.507,0.250,43.397
100.645,82.282,0.250,43.405
100.558,81.987,0.250,43.417
100.405,81.661,0.250,43.431
100.196,81.351,0.250,43.445
98.414,79.096,0.250,43.554
98.266,78.848,0.250,43.565
98.141,78.588,0.250,43.576
97.958,78.018,0.250,43.599
97.885,77.447,0.250,43.621
97.915,76.874,0.250,43.643
98.539,74.092,0.250,43.752
98.594,73.720,0.250,43.766
98.596,73.491,0.250,43.775
98.566,73.185,0.250,43.786
98.478,72.836,0.250,43.800
98.337,72.505,0.250,43.814
98.146,72.201,0.250,43.827
97.910,71.931,0.250,43.841
97.632,71.699,0.250,43.855
97.436,71.576,0.250,43.864
96.998,71.384,0.250,43.882
95.783,71.050,0.250,43.930
95.129,70.811,0.250,43.956
94.863,70.592,0.250,43.969
94.725,70.380,0.250,43.979
94.656,70.184,0.250,43.987
94.640,69.834,0.250,44.000
95.299,66.946,0.250,44.113
95.361,66.798,0.250,44.119
95.497,66.600,0.250,44.128
95.647,66.464,0.250,44.136
95.828,66.359,0.250,44.144
96.099,66.282,0.250,44.155
96.227,66.275,0.250,44.160
96.844,66.343,0.250,44.183
98.086,66.571,0.250,44.231
98.460,66.596,0.250,44.246
98.981,66.527,0.250,44.266
99.202,66.457,0.250,44.274
99.485,66.334,0.250,44.286
99.791,66.142,0.250,44.300
99.966,65.995,0.250,44.309
100.180,65.774,0.250,44.320
100.388,65.480,0.250,44.334
100.548,65.158,0.250,44.348
100.659,64.801,0.250,44.362
101.311,62.002,0.250,44.471
101.413,61.732,0.250,44.482
101.538,61.472,0.250,44.493
101.870,60.974,0.250,44.516
102.271,60.561,0.250,44.538
